date,F_WTI_CRUDE,F_BRENT_CRUDE,F_NAT_GAS,F_HEATING_OIL,F_GAS_OIL,F_GOLD,F_SILVER,F_PALLADIUM,F_PLATINUM,F_COPPER,F_ALUMINIUM,F_ZINC,F_NICKEL,F_LEAD,F_TIN,F_CORN,F_WHEAT_CBOT,F_WHEAT_KCBT,F_SOYBEANS,F_COTTON,F_SUGAR,F_COFFEE,F_COCOA,F_ORANGE_JUICE,F_LUMBER,F_LIVE_CATTLE,F_FEEDER_CATTLE,F_LEAN_HOGS
1995-01-31,0.05205949656750586,0.03705991352686833,-0.15831787260358676,-0.04371474617244142,0.0,0.017914438502673713,0.0383025027203483,0.01682005712472212,0.04012961116650082,0.045454545454545414,0.0746079919069298,0.03761061946902622,0.14034290904961955,0.04986192083461205,0.0758032128514059,0.019672131147541183,-0.06532663316582932,-0.05383153894870196,0.00820419325432975,0.024744784731469238,-0.06918641896220357,-0.015476190476190865,0.022288261515601926,-0.09394760614272835,-0.0031201248049923525,0.015017064846416073,-0.00032626427406190484,0.054937867887508096
1995-02-28,0.013050570962479746,0.010720667063728317,0.049228508449669306,0.008847693279966373,0.0,-0.002101392172313532,0.01278557954307269,-0.013108614232209992,0.0007189072609634639,-0.04347826086956508,-0.12026359143327847,-0.121279317697228,-0.17106442298118107,-0.14321204150226485,-0.14434593249338956,-0.003215434083601143,-0.030241935483871107,-0.002008032128513304,0.008137432188064952,0.08056307525717377,0.008258774948382008,0.02267230955259958,0.028343023255813726,-0.010967098703888123,-0.006259780907668433,-0.017821116341627086,-0.07441253263707548,-0.039057656540607666
1995-03-31,0.03166935050992947,0.028874484384207477,0.1617647058823526,-0.01691376070160766,0.0587219343696026,0.007896814951303455,-0.015728476821191828,0.12144212523719222,0.004310344827585633,0.04098360655737743,-0.035848047084002355,-0.010191206444725154,-0.08924924924924915,0.0063107624083234,0.03417560443555745,0.06989247311827995,-0.03672903672903649,-0.05298457411133506,0.030493273542601118,-0.03497344423288917,-0.02866894197952219,-0.011232633757020216,-0.06501766784452268,0.06854838709677424,-0.12220472440944907,-0.092434097911674,-0.06311706629055025,-0.027096774193548168
1995-04-30,0.04838709677419395,0.07159221076746847,0.005424954792043746,0.07179269328802018,0.03588907014681908,0.00861843823452646,0.17115222876366665,-0.09362662154540313,0.04911778731521177,-0.09520400858983502,-0.0016648168701444144,0.050990390272602326,-0.043260353468741464,0.04118644067796606,0.0395500087888907,0.0020100502512558904,0.017985611510791477,0.02195467422096331,-0.016536118363794317,0.0955347871235721,-0.0941672522839071,0.03826606875934213,0.05215419501133778,-0.0405660377358491,-0.06458557588805125,-0.05394190871369331,-0.02032367331576923,0.12864721485411157
1995-05-31,-0.06253101736972722,-0.05398182789951944,0.029976019184652092,-0.039437177962743264,-0.017322834645669194,-0.002848265147592177,-0.05080789946140063,-0.0074673304293714216,-0.01681818181818151,0.047468354430379334,0.017509727626459748,-0.03918641537600287,0.040253653156878455,-0.005371968093765389,0.029928982076429023,0.06720160481444326,0.05512367491166037,0.06930006930006938,0.02787610619469061,0.040284360189573265,-0.09076803723816884,-0.11402245896919072,-0.021551724137930384,0.068829891838742,-0.07403145377828935,-0.02671451355661858,-0.0019208605455245387,0.032314923619271685
1995-06-30,-0.04870301746956074,-0.049152542372882135,-0.10826542491268909,-0.01609242830616897,-0.03044871794871773,0.007270838743183239,-0.01229430679024035,0.007523510971786385,0.018261673601479123,0.04607250755287029,-0.030046435400164162,-0.011167216935327406,0.08640339252584162,0.023731587561374612,0.1167296010507306,0.015037593984962294,0.17548559946416598,0.25729099157485447,0.011622901420576426,0.035990888382687825,0.05375426621160395,-0.09522261943451416,-0.05580029368575634,-0.11683532658693663,0.01408450704225328,0.020483408439164075,0.017321016166281566,0.07285145133750714
1995-07-31,-0.026154702281580455,-0.042780748663101664,-0.04046997389033935,0.007339064793458139,0.014876033057851457,-0.0020623872131995125,-0.009383378016085797,-0.028313627878033487,-0.020431328036322527,-0.03068592057761721,0.06786820613911626,0.004910144358243995,0.050866064893876795,-0.007194244604316835,-0.03528374007644819,0.09074074074074101,0.04957264957264895,-0.015463917525773474,0.07446808510638325,-0.31706244503078274,-0.14655870445344155,0.09410919540229878,-0.034214618973561484,0.062499999999999556,0.012254901960784492,0.017262143717382772,0.012485811577752415,0.022811671087533236
1995-08-31,0.016571428571428015,0.005586592178770777,0.15782312925169983,0.033513738551207206,0.013029315960911614,-0.014724877292689453,0.012178619756427755,-0.06692283061159143,-0.009038238702201329,-0.017132216014897783,-0.047204641350211185,-0.017883318674875248,-0.019849100406267972,0.005314009661835817,0.027278268820481788,-0.009337860780985086,-0.060803474484255826,-0.05706806282722521,-0.039207920792079354,0.10225370251126864,0.008538899430740043,-0.03479973736047326,0.04669887278582907,0.05343137254901942,0.13276836158192085,-0.018547750591949463,-0.034379671150971514,-0.08506224066390056
1995-09-30,-0.01236649803260259,-0.0018518518518514382,0.014101057579318343,-0.012688821752265933,-0.017684887459806897,0.0062926061877297546,0.03552330022918304,-0.035346602608098854,-0.01660430308699745,0.005683971201213112,-0.021311929144754438,0.012238805970149036,-0.00059213642823297,-0.0360403652090342,-0.04613558819166308,0.05398457583547578,0.1109826589595373,0.08495280399777916,0.05935696619950548,0.07839700899637791,0.08372530573847636,-0.21632653061224472,-0.010000000000000009,0.019078641228478466,-0.027787673672960533,0.05106554081222381,0.011609907120742946,0.047619047619047894
1995-10-31,-0.014228799089356925,-0.008658008658008254,0.048667439165701376,0.011423908608731548,-0.019639934533551617,-0.0018238665971862522,-0.0005533013648096885,-0.019921736036997872,-0.015219976218787012,-0.03504144687264488,-0.0625,-0.04108915757397025,0.018485602559545233,0.16650049850448645,-0.033125972006220805,0.0682926829268291,0.03798126951092584,0.05424769703173005,0.04163424124513648,-0.09479956663055233,-0.06163194444444475,0.05685763888888862,0.02175602175602176,0.06757990867579866,-0.1150604617075851,0.03710788064269299,0.0015302218821731106,-0.03354978354978344
